"","electricity","postal_code","water_use","property_type","squarefootage","property_name","year_built","fuel_oil","natural_gas","greenhouse_emissions"
"449",7051573.6,"19107",10314.6,"Multifamily Housing",180700,"Cosmopolitan Apartments",1986,NA,NA,782.2
"450",7066941.2,"19104",16430.7,"Office",98707,"Left Bank",1923,NA,NA,783.9
"451",10130371.3,"19131",19741.5,"Hotel",112823,"Crowne Plaza Philadelphia West",1981,NA,NA,1123.8
"452",10130978.6,"19103",2330.7,"Office",153242,"LT02185 - 800 Walnut Street",2013,NA,NA,1123.8
"453",78659804.4,"19102",20399.3,"Office",1283937,"Two Liberty Place",1990,NA,NA,8725.8
"454",67826465.6,"19104",14524.1,"Office",779497,"150-CIRA CENTRE",2006,NA,NA,7524.1
"455",72704772.6,"19103",16240.5,"Office",1022084,"One Commerce Square",1987,NA,NA,8065.2
"456",76201390.2,"19103",7121.2,"Office",1335092,"One Liberty Place",1987,NA,NA,8462.5
"457",11642139.8,"19103",6087.7,"Multifamily Housing",305420,"2040 Market St Associates",1973,NA,NA,1291.5
"458",59305336.8,"19103",16921.7,"Office",808040,"154-TWO LOGAN SQUARE",1988,NA,NA,6578.8
"459",13010884.1,"19103",3306.5,"Office",248000,"1880 JFK",1983,NA,NA,1443.3
"460",27267431.3,"19106",14752.6,"Multifamily Housing",663502,"Independence Place Owners Association",1981,NA,NA,3024.8
"461",8848909.4,"19131",356.3,"Retail Store",117132,"lowes 2378",2008,NA,NA,981.6
"462",12590883.9,"19103",2404.9,"Office",248000,"1800 JFK",1983,NA,NA,1396.7
"463",6015792.7,"19122",9137,"Other",178596,"TEMPLE TOWERS",2000,11247,2639792.6,1134.5
"464",534239700.4,"19104",171999.6,"Other - Specialty Hospital",6353396,"The Children's Hospital fo Philadelphia",1974,2219178.1,580434198.5,90258
"465",18692287.2,"19122",3690,"College/University",233240,"NEW TYLER SOA",2000,NA,543563.1,7286.9
"466",517556.7,"19102",4443.8,"Mixed Use Property",81960,"The Racquet Club of Philadelphia",1907,NA,807731.7,625.6
"467",3021868.8,"19122",13419.9,"College/University",67644,"CONWELL HALL",2000,NA,261.8,824.2
"468",1689656.2,"19104",1999.9,"Mixed Use Property",60000,"3010 Market Street",1895,NA,900282.8,356.6
"469",3305582.4,"19122",4815.4,"Other",59253,"PODIATRIC - HOUSING",2000,NA,652274.1,541.7
"470",5800324.9,"19122",456.4,"College/University",110605,"SPEAKMAN",2000,NA,70.3,1232.4
"471",2453128.4,"19122",992,"College/University",111090,"RITTER HALL",2000,NA,269,1046.7
"472",4669475.5,"19122",1168,"College/University",112771,"MITTEN",2000,NA,55331.1,1598.5
"473",4841177.6,"19104",801.3,"Office",61589,"Monell Center",1970,NA,476.7,829.8
"474",3432629,"19107",1320.3,"Library",71316,"Historical Society of Pennsylvania",1910,NA,295104.5,684.4
"475",22391993.8,"19122",7093.1,"Other",143177,"HARDWICK",2000,NA,1694265.1,3316.7
"476",6783530.3,"19122",4393.3,"College/University",220700,"GITTIS STUDENT CENTER",2000,NA,114606.4,1457.1
"477",6925049.8,"19122",1320.3,"College/University",159000,"WEISS",2000,NA,0,2146.4
"478",5597641.9,"19104",1840.7,"College/University",89077,"13-Nesbitt",1970,NA,393.3,916.8
"479",5277613.4,"19104",1111.6,"College/University",117168,"55,55A,55B,55C-Academic/DesignAnnex/MathForum/Police Station",1926,NA,827681.9,1018.6
"480",30873973.3,"19104",14714.4,"College/University",333089,"1,2,3,4-Main,Randell,Curtis,Alumni",1891,NA,721,4394.1
"481",13594179.1,"19122",10885.1,"College/University",325022,"1300 C. B. Moore",2001,NA,1540,3682.5
"482",9770923.9,"19122",3193.1,"College/University",130655,"WACHMAN HALL",2000,NA,6749.3,2014.8
"483",13863249.4,"19104",14465.3,"College/University",237906,"15,16,90-Haggerty/General Service/Law",1971,NA,1852.3,1796.3
"484",16030582.5,"19122",3075.9,"College/University",174700,"BEURY",2000,NA,1159.5,4331.5
"485",16387668.8,"19104",5029.8,"College/University",231614,"8,9B,9A,9C- Creese /MacAlister /Mandell / Handschumacher",1973,NA,662793.4,2306.2
"486",43577245.1,"19104",13825.9,"Laboratory",255427,"The Wistar Institute",1894,NA,33930.3,6900
"487",45259258.8,"19104",12092.5,"College/University",602118,"5,6,12,53,58,61-Quad Buildings",1898,NA,230690.1,7084.9
"488",10804063.9,"19122",837.2,"College/University",184644,"PALEY",2000,NA,136.6,2702.5
"489",16627638.2,"19104",5299.5,"College/University",176360,"7,7A-Bossone / Commonwealth",2004,NA,10712159,2889.5
"490",16661792.3,"19104",3290.4,"Other - Recreation",265093,"14,14A-Daskalakis Athletic Center / Recreation Center",1976,NA,4637003.2,2689.7
"491",38521582.4,"19104",6907.5,"Laboratory",125000,"TRL 31st Street",2004,NA,139454,6633.4
"492",15089573.4,"19122",4930,"College/University",224875,"Pearson/Mcgonigle",1969,NA,39149.4,3080.3
"493",7214087.1,"19122",996.7,"College/University",181566,"GLADFELTER",2000,NA,310,1977.8
"494",11296019.7,"19104",2932,"Office",189262,"3600 Market St",1930,NA,1270598.3,1320.6
"495",19320289.6,"19103",8176.7,"Library",200680,"Central Library",1922,NA,584404,2627.7
"496",8188097.1,"19107",3847.8,"College/University",146805,"PODIATRIC - UNIVERSITY",2000,NA,1228.9,1256.1
"497",8302655,"19122",2862.3,"College/University",207802,"ANDERSON",2000,NA,145,1796.1
"498",175272734,"19102",92361,"Hospital (General Medical & Surgical)",1558918,"HUH Main Buildings",1979,NA,386058.5,33374.3
"499",22391993.8,"19122",7093.1,"Other",143177,"JOHNSON",2000,NA,1694265.1,3316.7
"500",18731572.9,"19122",19655.1,"College/University",168651,"BIOLOGY",2000,NA,1308.1,7513.3
"501",7717060.3,"19122",3418.3,"College/University",160325,"ENGINEERING",2000,NA,20,2028.9
"502",7743609.1,"19122",1775.5,"College/University",120576,"ANNENBERG and TOMLINSON THEATER",2000,NA,92,1382.2
"503",9410125.4,"19102",6480.3,"Performing Arts",144080,"Academy of Music",1857,NA,7583,1333.6
"504",13323542.7,"19107",5978.7,"College/University",273901,"Terra Hall",1911,NA,453345.9,2329.7
"505",959055196,"19104",660256.7,"College/University",13000000,"University of Pennsylvania",1873,NA,18316254.9,217326.1
"506",8601689.5,"19122",782.5,"College/University",186123,"KLEIN",2000,NA,486.1,2309.4
"507",23858822.9,"19122",3860.3,"College/University",255183,"Science Education and Research Center (SERC)",2014,NA,400,7324.4
"508",2310704.7,"19122",1190.3,"College/University",74630,"1810 LIACOURAS WALK",2000,NA,NA,1916.6
"509",1697318.2,"19107",41.7,"Parking",147208,"10th & Ludlow",1954,NA,NA,188.3
"510",6510444,"19104",2223.2,"Laboratory",60000,"Monell Chemical Senses Center",1970,NA,NA,1246.7
"511",3392066.8,"19122",3994.2,"College/University",75931,"CARNELL HALL",2000,NA,NA,832.5
"512",5934290.3,"19122",1923.6,"College/University",86182,"STUDENT CTR II",2000,NA,NA,4763.5
"513",2400454.9,"19122",1177.2,"College/University",54792,"PRESSER",2000,NA,NA,864.6
"514",3134263.2,"19103",913.1,"Museum",68967,"College of Physicians",1909,NA,NA,576.8
"515",4689053.6,"19122",0,"Other",133399,"1940 Residence Hall",2000,NA,NA,951.8
"516",4429990.7,"19103",974.2,"College/University",63000,"Moore College of Art and Design Wilson Hall",1963,NA,NA,927.3
"517",5220418,"19122",1400.6,"College/University",153050,"RITTER ANNEX",2000,NA,NA,1308.2
"518",9816231.9,"19107",6346.2,"Parking",316013,"12th and Filbert",2002,NA,NA,159724.1
"519",35864658,"19122",17213.2,"College/University",337469,"BELL BUILDING & GARAGE (Bldg 253000 Garage 84469)",1990,NA,NA,5728.9
"520",7415163.1,"19103",787.1,"College/University",80015,"1618 Chestnut Street",1950,NA,NA,925.9
"521",7465384.3,"19102",7866,"Multifamily Housing",100000,"Ellington Condominium",1929,NA,NA,1696.2
"522",7193359.2,"19122",2011.7,"College/University",117253,"TUTTLEMAN LEARNING CENTER",2000,NA,NA,2003
"523",64469432.9,"19103",12,"Office",870921,"PECO MAIN OFFICE BUILDING",1971,NA,NA,7281.6
"524",12121116.4,"19104",5568.6,"College/University",128347,"27,27A-LeBow / CAT Engineering",1989,NA,NA,1721.6
"525",246539143.9,"19104",127448.7,"Mixed Use Property",1651601,"Center for advance medicine",2005,NA,NA,43349.9
"526",7848575.8,"19122",2801.8,"College/University",217526,"Alter Hall",2000,NA,NA,2043
"527",12889444.2,"19106",155.4,"Other - Technology/Science",76180,"WTXF TV",1971,NA,NA,1615
"528",12562769,"19103",44.9,"Museum",250000,"Academy of Natural Sciences of Drexel University",1876,NA,NA,1789.8
"529",NA,"19122",19618.5,"College/University",84735,"HARDWICK",1970,NA,NA,817.2
"530",213941.2,"19107",18.5,"Parking",158600,"8th & filbert",1962,NA,NA,23.7
"531",2161382.6,"19144",2925.7,"Residence Hall/Dormitory",117005,"La Salle #1 (Resid Halls)",1953,0,10314870.6,787.6
"532",6939434.8,"19124",4455.4,"Other - Public Services",102000,"Frankford Depot",1957,0,12268805.5,1421.5
"533",34438134.9,"19144",18118.6,"College/University",635839,"Philadelphia University",1960,1508823.1,23625909.1,5187.1
"534",7063072,"19131",5087.8,"Drinking Water Treatment & Distribution",95000,"Belmont WTP",1965,0,13306218.9,1490.3
"535",10041328.3,"19131",10863.2,"Other - Specialty Hospital",118068,"Belmont Behavioral Hospital",1952,42090,13076105.4,1811.6
"536",14804350.7,"19102",10333,"Social/Meeting Hall",221044,"Union League of Philadelphia",1865,0,19340472.5,2669.5
"537",2481894.9,"19104",1866.8,"Other - Education",80000,"HMS SCHOOL",1885,NA,2975433,433.4
"538",489874.5,"19144",10.1,"Self-Storage Facility",67500,"Germantown",2005,NA,289062.3,69.7
"539",384092.3,"19131",4.6,"Self-Storage Facility",52679,"FTPA Storage Lancaster LLC",1960,NA,396966,63.7
"540",449639.8,"19124",8.6,"Self-Storage Facility",59850,"Juniata",2005,NA,392302.4,70.7
"541",165486.9,"19122",1192.4,"Multifamily Housing",58236,"1325 Associates, LP",1900,NA,26983.8,19.8
"542",200844,"19154",38.3,"Other - Education",11869,"OUR LADY OF VICTORY HALL",1996,NA,381423.2,42.5
"543",240643.5,"19144",1825.3,"Multifamily Housing",57353,"Tulpehocken Apartments, Inc.",1929,NA,4910063.9,287.5
"544",79726.3,"19144",0,"Other",60000,"5627-33 GERMANTOWN AVENUE",1930,NA,82890.9,13.2
"545",560832.8,"19144",6930,"Multifamily Housing",69096,"Walnut Terrace",1950,NA,1071020.8,119.1
"546",810691.2,"19144",466.8,"Self-Storage Facility",53021,"FTPA Storage Germantown LLC",1950,NA,1499651.2,169.6
"547",1075721,"19124",60.2,"Distribution Center",115105,"Bachmann Industries",1950,NA,1205748.6,183.4
"548",994361.5,"19124",81.4,"Distribution Center",108000,"3901 G street",1950,NA,1341734.9,181.6
"549",707761.4,"19124",260.3,"Distribution Center",104000,"Barsky-Fleming Marketing, Inc.",1920,NA,767858.4,119.3
"550",725323,"19124",32.9,"Retail Store",60000,"castor",1945,NA,1862190.2,179.4
"551",727727.1,"19122",9,"Self-Storage Facility",56873,"Temple",2007,NA,317607.3,97.6
"552",766883.8,"19154",379.4,"K-12 School",78110,"ST. ANSELM PARISH AND SCHOOL",1963,NA,2891672.8,238.7
"553",535826.6,"19124",106.4,"Manufacturing/Industrial Plant",139329,"A & R Investment",1920,NA,400336,80.7
"554",1142917.6,"19124",0.2,"Mixed Use Property",22230,"PECO G and Luzerne Service Center",1951,NA,1281755.3,194.9
"555",1195113.7,"19106",241.7,"Museum",84410,"National Liberty Museum",1905,NA,669145.1,168.1
"556",1212424.2,"19107",2747.1,"Multifamily Housing",66377,"Midtown Associates LP",1922,NA,2994927.2,293.6
"557",1614444.4,"19104",469.5,"Non-Refrigerated Warehouse",63316,"4015 Walnut Street",1925,NA,2719098.7,323.5
"558",1623318,"19144",1228.4,"K-12 School",61592,"Imani Education Charter School",1927,NA,998376.5,233.1
"559",1446301.8,"19104",465.5,"Office",71686,"Ralston House",1887,NA,1261216.6,227.4
"560",5071815.2,"19102",2278.5,"Parking",243057,"Avenue of the Arts",2002,NA,3057992.9,725
"561",1307367.9,"19154",760,"Other",96000,"DUTTON ROAD ASSOC.",1975,NA,1876398.4,244.7
"562",1825955.7,"19102",527.4,"Multifamily Housing",55000,"Chelsea Condo",1950,NA,957095.9,253.4
"563",1870345.8,"19104",1874.8,"College/University",65820,"Goodman Hall",1986,NA,669157.2,243
"564",2100427.2,"19144",2605,"College/University",96254,"Philadelphia University (Raven Hill Dorms)",1950,NA,3735768.6,431.4
"565",2642767,"19102",3840.8,"Residence Hall/Dormitory",53577,"Pine Residence Hall",1920,NA,917461.6,341.9
"566",2701192.7,"19103",4607.6,"Multifamily Housing",180000,"Embassy Apartments",1947,NA,12323544.1,954.2
"567",2585613.6,"19131",3534.5,"College/University",84311,"Overbrook Campus",1891,NA,1640573.9,374
"568",2306802.4,"19131",5144.7,"Mixed Use Property",114073,"Methodist Home for Children",1900,NA,3905043.5,463.3
"569",2971169.6,"19104",482.2,"Office",55000,"4100 Chester / 4101 Woodland Avenue",1920,NA,883840.4,376.5
"570",6430968.3,"19107",1075.7,"Mixed Use Property",97529,"Masonic Temple",1868,NA,9414875,1213.5
"571",6553029.2,"19104",1923.2,"College/University",78000,"Science and Technology Center (STC)",2007,NA,14483.1,727.7
"572",6035510.7,"19131",248.4,"Other - Public Services",200000,"Overbrook Shop",1994,NA,9008690,1148
"573",6178217.6,"19102",2119.7,"College/University",77304,"DUMed-1427 Vine Street Building",1940,NA,1199749.7,749.1
"574",3228907,"19107",2848,"Parking",108108,"Stephen Pang",1985,NA,3089400.9,522.3
"575",5793569.2,"19103",2581.8,"College/University",94747,"Lenfest Hall",2011,NA,3569956.6,832.3
"576",5851597.1,"19102",4605.9,"Mixed Use Property",116264,"Hamilton/Furness",1876,NA,7074501,1024.9
"577",3807082.3,"19103",3016.7,"Multifamily Housing",85032,"The Sansom",2013,NA,0,422.3
"578",2434120.8,"19104",276.7,"College/University",70000,"4140 Woodland",1920,NA,369710.8,289.7
"579",2838791.5,"19104",31.8,"Self-Storage Facility",150000,"Devon/Belmont LLC",1950,NA,1478074.3,393.4
"580",3501220.4,"19144",496.2,"Library",104498,"La Salle #3 (Connelly Library)",1988,NA,1556462,471.1
"581",4050869.7,"19103",770.9,"Parking",62416,"12 SOUTH 23RD STREET",1981,NA,2992018,608.3
"582",4081059.1,"19144",753.5,"Mixed Use Property",85000,"301 E. CHELTEN AVENUE",1930,NA,582387.4,483.6
"583",4125479.9,"19102",586.2,"College/University",138123,"Anderson Hall",1916,NA,2025106.1,565.2
"584",4145890.5,"19103",941.8,"Office",31582,"1425 Arch Street",1909,NA,158927.4,468.3
"585",5066990.6,"19103",2431.2,"College/University",110000,"Moore College of Art and Design Peter Hall",1957,NA,1528786.3,81.2
"586",4585830.4,"19102",4213.5,"College/University",77964,"Merriam Theater",1918,NA,2623154.7,648
"587",4587642.1,"19122",6471.8,"Other",145419,"JAMES S. WHITE HALL",2000,NA,2823912,658.9
"588",4614388.8,"19103",4691.2,"Multifamily Housing",90939,"The Point at Rittenhouse Row",1910,NA,1363398.9,584.3
"589",4867279.4,"19102",791.7,"College/University",94151,"Peirce College",1898,NA,1615167.3,625.7
"590",3726354.4,"19104",893.2,"College/University",72479,"81-3201 Arch Street",1920,NA,633938.4,447
"591",4246114.6,"19102",1491,"Museum",71000,"Historic Landmark Building",1865,NA,3042820.1,632.6
"592",4437302.6,"19124",1198.7,"Manufacturing/Industrial Plant",112000,"401-425 E Hunting Park Ave",1978,NA,18825449.7,1492.1
"593",3829608.3,"19124",1018.9,"Mixed Use Property",150000,"1200 E. Erie Avenue",1925,NA,2675699,566.9
"594",3857552.6,"19107",4819.4,"Multifamily Housing",101655,"Walnut Square Partners",1902,NA,1070909,484.8
"595",3930200.9,"19107",8046.3,"Residence Hall/Dormitory",79412,"Spruce Residence Hall",1922,NA,1297146,504.9
"596",5312603.4,"19102",1465.9,"College/University",88962,"DUMed-219 North Broad St",1955,NA,320088.8,606.3
"597",5362469.8,"19122",38.9,"College/University",58020,"ECEC",2000,NA,12952.6,902.4
"598",2782254,"19144",4855,"College/University",67370,"Philadelphia University (Ronson Dorms)",1950,NA,682187.4,344.9
"599",2887667.4,"19124",383.5,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",59962,"Fleet Shop 134",1968,NA,6726671.6,677.6
"600",1419915.4,"19106",395.7,"Parking",192322,"Bourse Garage",1989,NA,NA,157.5
"601",11572777.2,"19107",7242.5,"Multifamily Housing",235115,"435110 - Avenue of the Arts (The Griffin) (Whole Building Data)",2016,NA,1330302.2,1354.4
"602",9266425.6,"19102",4663.4,"Mixed Use Property",61432,"1430 Walnut Street",2015,NA,7596783.7,1431.4
"603",33199203.6,"19144",16210.5,"College/University",757521,"La Salle #4",1899,NA,44365896.6,6039.3
"604",4923761.7,"19131",16534,"Manufacturing/Industrial Plant",57471,"287-West Philadelphia",2009,NA,25200600.1,1884.7
"605",4945967,"19144",3431.2,"Residential Care Facility",176920,"Wesley Enhanced Living At Stapeley",1909,NA,18362779.2,1524
"606",4956595.3,"19104",2036.9,"College/University",113332,"Griffith Hall",1928,NA,23094294,1776.5
"607",5581523.6,"19154",569.2,"Mixed Use Property",276000,"2828 Charter Rd.",1957,NA,8533536.7,1072.4
"608",333963.6,"19103",69.7,"Parking",54000,"Penn Warwick Garage",1930,NA,NA,37
"609",5744562.6,"19144",1471.5,"Stadium (Closed)",94000,"La Salle #5 (Hayman/Gola)",1972,NA,10093760.9,1173.4
"610",5162629,"19107",620,"Other - Mall",81423,"Treeco Manor, LP",1930,NA,1538758.3,654.4
"611",5223410.3,"19154",1618.2,"Manufacturing/Industrial Plant",73515,"Computer Components Corp",1980,NA,10086461.6,1115.2
"612",67125026.6,"19107",14381.5,"Office",757706,"833 Chestnut",1926,NA,20802362.9,8551.2
"613",29783385.5,"19144",4352.7,"Mixed Use Property",284736,"La Salle #6",1904,NA,42348908.4,5553.3
"614",1466402.5,"19124",163.8,"Other",129025,"Globe Development group",1890,NA,2127229,275.7
"615",32788432.9,"19103",10982.9,"Enclosed Mall",144660,"The Shops at Liberty Place",1990,NA,690703.3,3675.6
"616",2816465.4,"19107",164.3,"Self-Storage Facility",97540,"U-Haul Moving and Storage of Philadelphia",1910,NA,2134582.2,425.8
"617",425331,"19124",354.2,"Self-Storage Facility",68479,"CubeSmart - Mayfair Street",2005,NA,966550.4,98.5
"618",22012511.2,"19102",10488.2,"Performing Arts",419347,"Kimmel Center for the Performing Arts",2001,NA,34770490.3,4288.7
"619",27348729,"19131",14519.4,"College/University",409268,"Philadelphia College of Osteopathic Medicine",1972,NA,67392003.4,6613.3
"620",16049379.2,"19102",4206.6,"College/University",240000,"Samuel MV Hamilton Building",1905,NA,15125049,2583.7
"621",7252874.8,"19107",10800,"Convention Center",900000,"PA Convention Center Annex",2011,NA,17642377.5,1671.9
"622",7309292.2,"19102",240.3,"Parking",190000,"Parkway Building",1987,NA,743446.2,850.3
"623",7335666.9,"19154",2549.4,"Strip Mall",73215,"Parkwood Shopping Center",1964,NA,6425735.3,1155.1
"624",10978396.6,"19131",20022.9,"Multifamily Housing",303488,"The Point at City Line",1984,NA,4904714.2,1478.4
"625",48958412.7,"19107",19569,"Convention Center",1100000,"Exhibit Hall && Train Shed Bldg",1993,NA,34797814,6808.3
"626",10388567.6,"19131",2095.4,"Museum",152175,"Please Touch Museum",1876,NA,4909307.4,1413.2
"627",11332432.6,"19154",4988.3,"Manufacturing/Industrial Plant",106420,"David Michael and Co Inc",1970,NA,26494722.6,2664.4
"628",25127438.6,"19103",4438.3,"Office",488465,"1900 Market Street (180)",1981,NA,6906055.5,3154.2
"629",8537448.4,"19104",3603.9,"Mixed Use Property",82452,"Hamilton Village",1974,NA,210966.1,958.3
"630",11972697.8,"19122",9407.5,"Other - Lodging/Residential",322000,"The View at Montgomery",2014,NA,11681955.7,1948.6
"631",12013907.9,"19104",1077,"College/University",147593,"71-URBN Center",2008,NA,1286452.9,1401
"632",7830475.2,"19104",884.6,"College/University",78800,"Athletic Recreation Center (ARC)",2003,NA,289904.6,884
"633",11433925.9,"19102",5375.8,"Other - Specialty Hospital",146912,"Magee Rehabilitation Hospital",1981,NA,5138168.3,1541.3
"634",11570279.7,"19104",4850.4,"Residence Hall/Dormitory",225970,"20,22-Calhoun & Towers Hall",1972,NA,243481.4,1296.4
"635",9087592.5,"19104",1061.9,"Mixed Use Property",85000,"Medical Exam Building",1970,NA,1009512,1061.7
"636",26004001.8,"19106",18613.9,"Enclosed Mall",156000,"Reading Terminal Market",1892,NA,12555058.8,3551.5
"637",9118982.9,"19154",154,"Other - Public Services",300000,"NARA",1994,NA,5773933.4,1318.3
"638",28371964,"19103",8246.9,"Office",325133,"Urban Outfitters, Inc. - Building #003, 007, 012, 015, 025, 543",1916,NA,20257582.2,4223.3
"639",12293985.3,"19124",12108.8,"Other - Specialty Hospital",296945,"Friends Hospital",1950,NA,39634750.7,3469
"640",12857289.5,"19106",4392.6,"Office",413228,"Bourse Building",1895,NA,7347073.8,1816.5
"641",24343668.1,"19124",550.2,"Manufacturing/Industrial Plant",114000,"Orthodox Facility",1960,NA,32645103,4434.4
"642",371932.2,"19103",2.2,"Other",122667,"One Franklin Town - Parking Garage",1988,NA,NA,41.3
"643",488310.1,"19103",679.6,"Parking",80105,"Rittenhouse Parking Garage",1989,NA,NA,54.2
"644",401522.5,"19103",110,"Parking",56997,"164-JUNIPER STREET PARKING GARAGE",2007,NA,NA,44.5
"645",412712.1,"19107",152.2,"Parking",232000,"Urban Growth Property",2005,NA,NA,41.8
"646",349567.9,"19124",27,"Other",61034,"Driscoll Construction Co., Inc.",1949,NA,NA,38.8
"647",847240.9,"19107",55.4,"Parking",102096,"12th & Sansom Parking Garage",1971,NA,NA,94
"648",651297.2,"19107",1289.6,"Parking",100000,"Interpark",1950,NA,NA,66
"649",2996599.6,"19104",0,"Parking",546010,"3600 Civic Center Garage",2014,NA,NA,332.4
"650",333821.8,"19106",852.7,"Multifamily Housing",50997,"Pottery",1940,NA,NA,37
"651",734184.3,"19124",109.4,"Non-Refrigerated Warehouse",101223,"ACCUCORE",1960,NA,NA,81.4
"652",1150604.5,"19102",10.4,"Parking",110000,"MidTown Garage",1984,NA,NA,127.6
"653",1821956.8,"19103",2414.7,"Mixed Use Property",55000,"Westminster Arch Apartments",1890,NA,NA,184.6
"654",2314533.6,"19102",1034.2,"Parking",34000,"12th and Walnut",1979,NA,NA,256.8
"655",2405621.4,"19103",63.3,"Parking",423184,"Gateway Garage",1991,NA,NA,266.9
"656",3142796.3,"19144",131,"Office",65685,"GWC/GLC 14130/100 E ARMAT ST/PHILADELPHIA/PA",1905,NA,NA,348.6
"657",4864147.2,"19107",8258.9,"Parking",301036,"Parametric Garage Associates",1983,NA,NA,492.8
"658",3637362.6,"19107",459,"Parking",266700,"Market Street East",1977,NA,NA,403.5
"659",2322603,"19154",5812.4,"Multifamily Housing",63708,"Charles Simon Trust",1973,NA,NA,257.6
"660",120026994.8,"19154",220380.6,"Enclosed Mall",1600000,"Franklin Mills Mall",1989,NA,NA,13314.7
"661",7054576.1,"19131",3786.9,"Multifamily Housing",126109,"3040 Vista Apartment Homes",1968,NA,NA,782.6
"662",7641740.4,"19106",2129,"Office",126300,"Colonial Penn Life Insurance",1974,NA,NA,847.7
"663",9007860.8,"19131",0,"College/University",158239,"Lannon/Rashford",2004,NA,NA,999.3
"664",29615825.6,"19154",77128.7,"Manufacturing/Industrial Plant",228920,"PepsiCo",1970,NA,NA,3285.3
"665",8893053.9,"19106",2339.1,"Parking",82667,"700 Duncan Building",1979,NA,NA,986.5
"666",77278899.8,"19103",18014.6,"Office",1450008,"1735 MARKET STREET - OFFICE, Site # 602850",1990,NA,164365.2,NA
"667",5953772.8,"19104",4827.1,"Multifamily Housing",94722,"The Hub on Chestnut",2007,NA,NA,NA
"668",5079359.1,"19131",690.5,"College/University",89373,"Mandeville Hall (MV)",1997,NA,NA,NA
"669",5396627.3,"19106",4206.4,"Museum",100383,"Independence Seaport Museum",1995,NA,NA,NA
"670",9641032.5,"19104",14339.2,"Mixed Use Property",319284,"evo @ Cira Centre South",2014,NA,NA,NA
"671",11266239.8,"19103",2869.6,"Worship Facility",170750,"archdoicese of philadelphia",1970,NA,NA,NA
